"uuid","name","description","class","shortname","child.1","reference-term-source","reference-term-code","reference-term-relationship"
"9ca8230b-3667-4deb-a3d6-e62ac9e4fe9d","Operative Note-Procedure note",,"Misc","Procedure note","",,,
