uuid,name,shortname,description,class,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,child.11,child.12,child.13,child.14
,"Asthma, Progress",Asthma – Progress,,Misc,"Asthma, Personal Best/Target Peak Flow","Asthma, Measured Peak flow Today","Asthma, Exacerbations in last 3 Months","Asthma, Hospitalizations in last 3 Months","Asthma, Weekly Usage of Rescue Inhaler","Asthma, Weekly Nighttime Awakenings","Asthma, Does Patient Take Inhaler as prescribed","Asthma, Does Patient demonstrate Proper Inhaler Technique",,,,,,
