uuid,name,shortname,description,class,child.1,child.2,child.3
,"Rheumatoid Arthritis, Progress",Rheumatoid Arthritis – Progress,,Misc,"Rheumatoid Arthritis, Joint Pain or Joint Swelling Today","Rheumatoid Arthritis, Needs Acute Pain Management Today","Rheumatoid Arthritis, Patient on Methotrexate"
