uuid,name,shortname,description,class,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9
,"Rheumatic Heart Disease, Progress",Rheumatic Heart Disease – Progress,,Misc,"Rheumatic Heart Disease, Symptoms of Heart Failure Today","Rheumatic Heart Disease, NYHA Stage","Rheumatic Heart Disease, Patient Had Valve Replacement","Rheumatic Heart Disease, On Appropriate Anti-Coagulation","Rheumatic Heart Disease, Details of On Appropriate Anti-Coagulation","Rheumatic Heart Disease, Patient Younger than 25 Years","Rheumatic Heart Disease, Less than 10 Years Since Last RHD Attack","Rheumatic Heart Disease, If Either Question Above is Yes","Rheumatic Heart Disease, Is Patient Getting q1 Month Penicillin"
