uuid,name,shortname,description,class,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,child.11,child.12,child.13
,"Congestive Heart Failure, Progress",Congestive Heart Failure – Progress,,Misc,"Congestive Heart Failure, Exacerbation Hospitalizations in 12 Months","Congestive Heart Failure, Is patient on diuretics","Congestive Heart Failure, If yes, does patient take everyday as prescribed","Congestive Heart Failure, Other Chronic Medical Problems","Congestive Heart Failure, Details of Other Chronic Medical Problems","Congestive Heart Failure, Severity classification NYHA",,,,,,,
