uuid,name,shortname,description,class,reference-term-source,reference-term-code,reference-term-relationship,child.1,child.2,child.3,child.4,child.5,child.6,child.7,child.8,child.9,child.10,child.11,child.15,child.16,child.17,child.18,child.19,child.20,child.21,child.22,child.23,child.24,child.25,child.26
,USG Notes,USG Notes,,Misc,,,,"USG, Probe Used","USG, Findings","USG, Cleaned before use?","USG, Cleaned after use?","USG, Remarks",,,,,,,,,,,,,,,,,,
